country,year,sex,age,suicides_no,population,suicides/100k pop
Slovenia,2011,male,35-54 years,112,314052,35.66
Slovenia,2011,female,75+ years,20,106590,18.76
Slovenia,2011,male,15-24 years,21,117052,17.94
Slovenia,2011,male,25-34 years,26,157791,16.48
Slovenia,2011,female,55-74 years,30,238651,12.57
Slovenia,2011,female,35-54 years,30,297513,10.08
Slovenia,2011,female,25-34 years,7,142978,4.9
Slovenia,2011,female,15-24 years,1,109517,0.91
Slovenia,2011,female,5-14 years,0,89373,0.0
Slovenia,2011,male,5-14 years,0,94840,0.0
Slovenia,2012,male,75+ years,60,55583,107.95
Slovenia,2012,male,55-74 years,118,227915,51.77
Slovenia,2012,male,35-54 years,134,313295,42.77
Slovenia,2012,male,25-34 years,28,155339,18.03
Slovenia,2012,male,15-24 years,20,113220,17.66
Slovenia,2012,female,55-74 years,38,242411,15.68
Slovenia,2012,female,75+ years,12,108527,11.06
Slovenia,2012,female,35-54 years,19,296768,6.4
Slovenia,2012,female,25-34 years,9,141197,6.37
Slovenia,2012,female,5-14 years,1,89873,1.11
Slovenia,2012,female,15-24 years,1,106474,0.94
Slovenia,2012,male,5-14 years,0,95386,0.0
Slovenia,2013,male,75+ years,57,57600,98.96
Slovenia,2013,male,55-74 years,121,231859,52.19
Slovenia,2013,male,35-54 years,122,314098,38.84
Slovenia,2013,male,25-34 years,36,153170,23.5
Slovenia,2013,male,15-24 years,23,108938,21.11
Slovenia,2013,female,75+ years,20,110100,18.17
Slovenia,2013,female,55-74 years,38,245775,15.46
Slovenia,2013,female,35-54 years,18,295893,6.08
Slovenia,2013,female,25-34 years,8,139622,5.73
Slovenia,2013,female,15-24 years,2,102771,1.95
Slovenia,2013,male,5-14 years,1,96956,1.03
Slovenia,2013,female,5-14 years,0,91494,0.0
Slovenia,2014,male,75+ years,51,59850,85.21
Slovenia,2014,male,55-74 years,110,236325,46.55
Slovenia,2014,male,35-54 years,114,314707,36.22
Slovenia,2014,male,25-34 years,33,149299,22.1
Slovenia,2014,male,15-24 years,16,105581,15.15
Slovenia,2014,female,75+ years,15,112058,13.39
Slovenia,2014,female,55-74 years,21,249169,8.43
Slovenia,2014,female,35-54 years,21,295872,7.1
Slovenia,2014,female,15-24 years,3,99794,3.01
Slovenia,2014,female,25-34 years,3,136448,2.2
Slovenia,2014,male,5-14 years,1,99080,1.01
Slovenia,2014,female,5-14 years,0,93603,0.0
Slovenia,2015,male,75+ years,62,62345,99.45
Slovenia,2015,male,55-74 years,120,239919,50.02
Slovenia,2015,male,35-54 years,106,315248,33.62
Slovenia,2015,male,25-34 years,29,144722,20.04
Slovenia,2015,female,75+ years,19,114010,16.67
Slovenia,2015,female,55-74 years,40,252261,15.86
Slovenia,2015,male,15-24 years,14,103331,13.55
Slovenia,2015,female,35-54 years,23,295637,7.78
Slovenia,2015,female,25-34 years,5,132806,3.76
Slovenia,2015,female,15-24 years,3,97579,3.07
Slovenia,2015,male,5-14 years,1,101184,0.99
Slovenia,2015,female,5-14 years,0,95590,0.0
South Africa,2010,male,75+ years,9,250341,3.6
South Africa,2010,male,25-34 years,106,4588964,2.31
South Africa,2010,male,55-74 years,35,2069020,1.69
South Africa,2010,male,35-54 years,85,5336625,1.59
South Africa,2010,male,15-24 years,56,5175095,1.08
South Africa,2010,female,75+ years,4,516647,0.77
South Africa,2010,female,15-24 years,32,5099408,0.63
South Africa,2010,female,35-54 years,28,5795087,0.48
South Africa,2010,female,25-34 years,20,4402203,0.45
South Africa,2010,female,55-74 years,8,2654031,0.3
South Africa,2010,male,5-14 years,8,5179048,0.15
South Africa,2010,female,5-14 years,2,5109731,0.04
South Africa,2011,male,25-34 years,88,4671416,1.88
South Africa,2011,male,35-54 years,87,5470606,1.59
South Africa,2011,male,15-24 years,77,5175523,1.49
South Africa,2011,male,55-74 years,28,2131366,1.31
South Africa,2011,male,75+ years,2,262348,0.76
South Africa,2011,female,75+ years,4,538536,0.74
South Africa,2011,female,15-24 years,34,5097135,0.67
South Africa,2011,female,25-34 years,15,4483203,0.33
South Africa,2011,female,55-74 years,7,2742168,0.26
South Africa,2011,female,35-54 years,13,5909995,0.22
South Africa,2011,female,5-14 years,2,5126281,0.04
South Africa,2011,male,5-14 years,1,5198162,0.02
South Africa,2012,male,75+ years,8,271907,2.94
South Africa,2012,male,25-34 years,128,4757896,2.69
South Africa,2012,male,15-24 years,107,5178479,2.07
South Africa,2012,male,55-74 years,35,2198707,1.59
South Africa,2012,male,35-54 years,88,5612118,1.57
South Africa,2012,female,15-24 years,48,5096625,0.94
South Africa,2012,female,55-74 years,13,2837036,0.46
South Africa,2012,female,35-54 years,26,6027847,0.43
South Africa,2012,female,25-34 years,19,4571162,0.42
South Africa,2012,female,75+ years,1,559272,0.18
South Africa,2012,female,5-14 years,7,5149736,0.14
South Africa,2012,male,5-14 years,7,5223471,0.13
South Africa,2013,male,25-34 years,164,4845315,3.38
South Africa,2013,male,15-24 years,119,5182542,2.3
South Africa,2013,male,35-54 years,128,5759158,2.22
South Africa,2013,male,55-74 years,44,2270829,1.94
South Africa,2013,male,75+ years,5,278931,1.79
South Africa,2013,female,75+ years,4,578958,0.69
South Africa,2013,female,25-34 years,32,4661719,0.69
South Africa,2013,female,15-24 years,32,5097679,0.63
South Africa,2013,female,55-74 years,15,2938056,0.51
South Africa,2013,female,35-54 years,29,6147849,0.47
South Africa,2013,female,5-14 years,8,5178408,0.15
South Africa,2013,male,5-14 years,7,5253255,0.13
South Africa,2014,male,25-34 years,154,4927939,3.13
South Africa,2014,male,75+ years,8,283529,2.82
South Africa,2014,male,15-24 years,126,5186816,2.43
South Africa,2014,male,35-54 years,127,5910695,2.15
South Africa,2014,male,55-74 years,40,2347004,1.7
South Africa,2014,female,15-24 years,50,5100812,0.98
South Africa,2014,female,25-34 years,32,4747193,0.67
South Africa,2014,female,35-54 years,23,6270420,0.37
South Africa,2014,female,55-74 years,11,3044479,0.36
South Africa,2014,female,75+ years,2,597700,0.33
South Africa,2014,male,5-14 years,4,5285360,0.08
South Africa,2014,female,5-14 years,3,5210182,0.06
South Africa,2015,male,75+ years,8,285743,2.8
South Africa,2015,male,25-34 years,126,5001052,2.52
South Africa,2015,male,15-24 years,90,5190482,1.73
South Africa,2015,male,55-74 years,41,2426511,1.69
South Africa,2015,male,35-54 years,101,6066751,1.66
South Africa,2015,female,15-24 years,34,5105930,0.67
South Africa,2015,female,25-34 years,27,4822164,0.56
South Africa,2015,female,35-54 years,26,6396045,0.41
South Africa,2015,female,75+ years,2,615701,0.32
South Africa,2015,female,55-74 years,10,3155486,0.32
South Africa,2015,male,5-14 years,11,5318168,0.21
South Africa,2015,female,5-14 years,6,5243427,0.11
Spain,2010,male,75+ years,488,1554056,31.4
Spain,2010,male,55-74 years,635,4217377,15.06
Spain,2010,male,35-54 years,971,7176013,13.53
Spain,2010,male,25-34 years,272,3734261,7.28
Spain,2010,female,75+ years,120,2436769,4.92
Spain,2010,female,55-74 years,207,4648706,4.45
Spain,2010,male,15-24 years,99,2455458,4.03
Spain,2010,female,35-54 years,281,7026589,4.0
Spain,2010,female,25-34 years,59,3550860,1.66
Spain,2010,female,15-24 years,23,2348349,0.98
Spain,2010,male,5-14 years,3,2285012,0.13
Spain,2010,female,5-14 years,0,2161906,0.0
Spain,2011,male,75+ years,514,1587724,32.37
Spain,2011,male,55-74 years,603,4282522,14.08
Spain,2011,male,35-54 years,942,7264343,12.97
Spain,2011,male,25-34 years,282,3561829,7.92
Spain,2011,female,75+ years,133,2482153,5.36
Spain,2011,female,55-74 years,230,4716571,4.88
Spain,2011,female,35-54 years,290,7123072,4.07
Spain,2011,male,15-24 years,93,2391304,3.89
Spain,2011,female,25-34 years,70,3430347,2.04
Spain,2011,female,15-24 years,21,2294452,0.92
Spain,2011,female,5-14 years,1,2190917,0.05
Spain,2011,male,5-14 years,1,2317337,0.04
Spain,2012,male,75+ years,571,1655129,34.5
Spain,2012,male,55-74 years,695,4411118,15.76
Spain,2012,male,35-54 years,1016,7529797,13.49
Spain,2012,male,25-34 years,318,3431219,9.27
Spain,2012,female,75+ years,143,2583804,5.53
Spain,2012,male,15-24 years,120,2380360,5.04
Spain,2012,female,55-74 years,230,4772892,4.82
Spain,2012,female,35-54 years,333,7311647,4.55
Spain,2012,female,25-34 years,74,3332672,2.22
Spain,2012,female,15-24 years,34,2275761,1.49
Spain,2012,male,5-14 years,4,2384853,0.17
Spain,2012,female,5-14 years,1,2249607,0.04
Spain,2013,male,75+ years,530,1676659,31.61
Spain,2013,male,55-74 years,812,4513382,17.99
Spain,2013,male,35-54 years,1174,7548690,15.55
Spain,2013,male,25-34 years,260,3221833,8.07
Spain,2013,female,75+ years,173,2610418,6.63
Spain,2013,female,55-74 years,287,4877060,5.88
Spain,2013,male,15-24 years,131,2330807,5.62
Spain,2013,female,35-54 years,373,7349605,5.08
Spain,2013,female,25-34 years,79,3167837,2.49
Spain,2013,female,15-24 years,45,2226350,2.02
Spain,2013,male,5-14 years,6,2422042,0.25
Spain,2013,female,5-14 years,3,2282942,0.13
Spain,2014,male,75+ years,587,1677547,34.99
Spain,2014,male,55-74 years,759,4639848,16.36
Spain,2014,male,35-54 years,1184,7552174,15.68
Spain,2014,male,25-34 years,268,3040808,8.81
Spain,2014,female,75+ years,157,2611618,6.01
Spain,2014,male,15-24 years,136,2297600,5.92
Spain,2014,female,55-74 years,294,5008921,5.87
Spain,2014,female,35-54 years,380,7373279,5.15
Spain,2014,female,25-34 years,86,3012206,2.86
Spain,2014,female,15-24 years,50,2191362,2.28
Spain,2014,female,5-14 years,6,2312052,0.26
Spain,2014,male,5-14 years,4,2455356,0.16
Spain,2015,male,75+ years,573,1693221,33.84
Spain,2015,male,55-74 years,736,4750328,15.49
Spain,2015,male,35-54 years,1015,7551081,13.44
Spain,2015,male,25-34 years,241,2897590,8.32
Spain,2015,female,75+ years,168,2624796,6.4
Spain,2015,female,55-74 years,281,5125562,5.48
Spain,2015,female,35-54 years,360,7389698,4.87
Spain,2015,male,15-24 years,109,2287320,4.77
Spain,2015,female,25-34 years,66,2884411,2.29
Spain,2015,female,15-24 years,47,2177807,2.16
Spain,2015,male,5-14 years,7,2475209,0.28
Spain,2015,female,5-14 years,1,2329505,0.04
Suriname,2010,male,75+ years,5,4994,100.12
Suriname,2010,female,75+ years,4,6758,59.19
Suriname,2010,male,35-54 years,40,68450,58.44
Suriname,2010,male,25-34 years,19,39368,48.26
Suriname,2010,male,55-74 years,10,25526,39.18
Suriname,2010,male,15-24 years,18,48112,37.41
Suriname,2010,female,15-24 years,10,45832,21.82
Suriname,2010,female,35-54 years,14,67102,20.86
Suriname,2010,female,25-34 years,7,38855,18.02
Suriname,2010,female,55-74 years,3,30084,9.97
Suriname,2010,female,5-14 years,4,48769,8.2
Suriname,2010,male,5-14 years,2,52202,3.83
Suriname,2011,male,75+ years,5,5184,96.45
Suriname,2011,male,35-54 years,39,69491,56.12
Suriname,2011,male,25-34 years,22,39793,55.29
Suriname,2011,male,15-24 years,19,48619,39.08
Suriname,2011,male,55-74 years,10,26237,38.11
Suriname,2011,female,15-24 years,12,46282,25.93
Suriname,2011,female,25-34 years,6,39239,15.29
Suriname,2011,female,35-54 years,9,68303,13.18
Suriname,2011,female,55-74 years,3,30801,9.74
Suriname,2011,female,5-14 years,2,48495,4.12
Suriname,2011,female,75+ years,0,7088,0.0
Suriname,2011,male,5-14 years,0,51989,0.0
Suriname,2012,male,75+ years,10,5346,187.06
Suriname,2012,male,25-34 years,24,40412,59.39
Suriname,2012,male,35-54 years,37,70333,52.61
Suriname,2012,male,55-74 years,12,27044,44.37
Suriname,2012,male,15-24 years,17,49082,34.64
Suriname,2012,female,55-74 years,8,31542,25.36
Suriname,2012,female,15-24 years,9,46713,19.27
Suriname,2012,female,25-34 years,6,39751,15.09
Suriname,2012,female,35-54 years,7,69327,10.1
Suriname,2012,female,5-14 years,3,48244,6.22
Suriname,2012,female,75+ years,0,7412,0.0
Suriname,2012,male,5-14 years,0,51758,0.0
Suriname,2013,male,25-34 years,27,41155,65.61
Suriname,2013,male,35-54 years,39,70987,54.94
Suriname,2013,male,15-24 years,18,49480,36.38
Suriname,2013,male,55-74 years,9,27992,32.15
Suriname,2013,female,15-24 years,12,47090,25.48
Suriname,2013,female,25-34 years,9,40347,22.31
Suriname,2013,male,75+ years,1,5470,18.28
Suriname,2013,female,55-74 years,4,32385,12.35
Suriname,2013,female,35-54 years,8,70174,11.4
Suriname,2013,male,5-14 years,3,51531,5.82
Suriname,2013,female,5-14 years,1,48022,2.08
Suriname,2013,female,75+ years,0,7726,0.0
Suriname,2014,male,75+ years,5,5529,90.43
Suriname,2014,male,25-34 years,26,41917,62.03
Suriname,2014,male,35-54 years,38,71494,53.15
Suriname,2014,male,55-74 years,12,29170,41.14
Suriname,2014,female,25-34 years,10,40945,24.42
Suriname,2014,male,15-24 years,9,49798,18.07
Suriname,2014,female,55-74 years,6,33447,17.94
Suriname,2014,female,15-24 years,8,47355,16.89
Suriname,2014,female,35-54 years,9,70884,12.7
Suriname,2014,female,75+ years,1,8006,12.49
Suriname,2014,female,5-14 years,2,47832,4.18
Suriname,2014,male,5-14 years,2,51324,3.9
Sweden,2010,male,75+ years,101,318979,31.66
Sweden,2010,male,55-74 years,263,1044678,25.18
Sweden,2010,male,35-54 years,280,1273933,21.98
Sweden,2010,male,25-34 years,106,593020,17.87
Sweden,2010,male,15-24 years,87,639346,13.61
Sweden,2010,female,55-74 years,105,1063334,9.87
Sweden,2010,female,35-54 years,100,1234672,8.1
Sweden,2010,female,75+ years,34,480218,7.08
Sweden,2010,female,25-34 years,31,564791,5.49
Sweden,2010,female,15-24 years,31,607958,5.1
Sweden,2010,female,5-14 years,2,487899,0.41
Sweden,2010,male,5-14 years,1,514297,0.19
Sweden,2011,male,75+ years,86,322530,26.66
Sweden,2011,male,55-74 years,245,1059858,23.12
Sweden,2011,male,35-54 years,263,1277205,20.59
Sweden,2011,male,25-34 years,107,600789,17.81
Sweden,2011,male,15-24 years,85,639416,13.29
Sweden,2011,female,55-74 years,98,1077463,9.1
Sweden,2011,female,35-54 years,103,1238769,8.31
Sweden,2011,female,25-34 years,46,571231,8.05
Sweden,2011,female,75+ years,38,479833,7.92
Sweden,2011,female,15-24 years,36,607514,5.93
Sweden,2011,male,5-14 years,3,518467,0.58
Sweden,2011,female,5-14 years,2,491569,0.41
Sweden,2012,male,75+ years,109,327050,33.33
Sweden,2012,male,55-74 years,256,1074267,23.83
Sweden,2012,male,35-54 years,257,1279633,20.08
Sweden,2012,male,25-34 years,113,609527,18.54
Sweden,2012,male,15-24 years,83,635011,13.07
Sweden,2012,female,35-54 years,140,1241491,11.28
Sweden,2012,female,75+ years,41,480219,8.54
Sweden,2012,female,55-74 years,89,1090751,8.16
Sweden,2012,female,15-24 years,34,602499,5.64
Sweden,2012,female,25-34 years,27,580871,4.65
Sweden,2012,female,5-14 years,4,499876,0.8
Sweden,2012,male,5-14 years,1,527714,0.19
Sweden,2013,male,75+ years,110,333073,33.03
Sweden,2013,male,55-74 years,273,1086729,25.12
Sweden,2013,male,35-54 years,266,1283078,20.73
Sweden,2013,male,25-34 years,111,621904,17.85
Sweden,2013,male,15-24 years,99,628573,15.75
Sweden,2013,female,75+ years,48,481818,9.96
Sweden,2013,female,55-74 years,108,1102468,9.8
Sweden,2013,female,35-54 years,117,1244666,9.4
Sweden,2013,female,15-24 years,48,595101,8.07
Sweden,2013,female,25-34 years,46,593992,7.74
Sweden,2013,male,5-14 years,3,540668,0.55
Sweden,2013,female,5-14 years,1,512011,0.2
Sweden,2014,male,75+ years,119,341315,34.87
Sweden,2014,male,55-74 years,224,1097579,20.41
Sweden,2014,male,35-54 years,238,1289581,18.46
Sweden,2014,male,25-34 years,114,638657,17.85
Sweden,2014,male,15-24 years,88,621210,14.17
Sweden,2014,female,35-54 years,135,1249962,10.8
Sweden,2014,female,75+ years,45,485940,9.26
Sweden,2014,female,55-74 years,101,1112312,9.08
Sweden,2014,female,25-34 years,42,609532,6.89
Sweden,2014,female,15-24 years,36,585957,6.14
Sweden,2014,female,5-14 years,4,526361,0.76
Sweden,2014,male,5-14 years,2,556118,0.36
Sweden,2015,male,75+ years,115,341315,33.69
Sweden,2015,male,55-74 years,268,1097579,24.42
Sweden,2015,male,35-54 years,288,1289581,22.33
Sweden,2015,male,25-34 years,108,638657,16.91
Sweden,2015,male,15-24 years,69,621210,11.11
Sweden,2015,female,55-74 years,102,1112312,9.17
Sweden,2015,female,35-54 years,100,1249962,8.0
Sweden,2015,female,25-34 years,48,609532,7.87
Sweden,2015,female,75+ years,38,485940,7.82
Sweden,2015,female,15-24 years,38,585957,6.49
Sweden,2015,female,5-14 years,5,526361,0.95
Sweden,2015,male,5-14 years,3,556118,0.54
Sweden,2016,male,75+ years,100,359481,27.82
Sweden,2016,male,55-74 years,232,1106411,20.97
Sweden,2016,male,35-54 years,266,1299990,20.46
Sweden,2016,male,25-34 years,114,670158,17.01
Sweden,2016,male,15-24 years,70,605396,11.56
Sweden,2016,female,35-54 years,119,1257582,9.46
Sweden,2016,female,55-74 years,104,1120938,9.28
Sweden,2016,female,75+ years,45,493341,9.12
Sweden,2016,female,25-34 years,44,641572,6.86
Sweden,2016,female,15-24 years,36,570983,6.3
Switzerland,2010,male,75+ years,114,239990,47.5
Switzerland,2010,male,55-74 years,220,796644,27.62
Switzerland,2010,male,35-54 years,267,1213413,22.0
Switzerland,2010,male,25-34 years,74,519177,14.25
Switzerland,2010,female,55-74 years,96,840601,11.42
Switzerland,2010,male,15-24 years,47,472649,9.94
Switzerland,2010,female,75+ years,36,391055,9.21
Switzerland,2010,female,35-54 years,103,1193316,8.63
Switzerland,2010,female,25-34 years,32,519835,6.16
Switzerland,2010,female,15-24 years,15,455057,3.3
Switzerland,2010,male,5-14 years,2,410594,0.49
Switzerland,2010,female,5-14 years,0,386816,0.0
Switzerland,2011,male,75+ years,125,243790,51.27
Switzerland,2011,male,55-74 years,221,810438,27.27
Switzerland,2011,male,35-54 years,261,1217823,21.43
Switzerland,2011,male,25-34 years,81,537091,15.08
Switzerland,2011,male,15-24 years,67,478339,14.01
Switzerland,2011,female,75+ years,44,391559,11.24
Switzerland,2011,female,55-74 years,94,853485,11.01
Switzerland,2011,female,35-54 years,98,1199133,8.17
Switzerland,2011,female,25-34 years,25,528301,4.73
Switzerland,2011,female,15-24 years,15,459710,3.26
Switzerland,2011,male,5-14 years,2,409701,0.49
Switzerland,2011,female,5-14 years,1,388670,0.26
Switzerland,2012,male,75+ years,129,250132,51.57
Switzerland,2012,male,55-74 years,238,829160,28.7
Switzerland,2012,male,35-54 years,251,1224836,20.49
Switzerland,2012,male,15-24 years,65,479646,13.55
Switzerland,2012,male,25-34 years,66,546564,12.08
Switzerland,2012,female,55-74 years,102,869527,11.73
Switzerland,2012,female,75+ years,41,396763,10.33
Switzerland,2012,female,35-54 years,104,1205654,8.63
Switzerland,2012,female,25-34 years,29,536457,5.41
Switzerland,2012,female,15-24 years,10,460498,2.17
Switzerland,2012,male,5-14 years,3,408718,0.73
Switzerland,2012,female,5-14 years,0,387636,0.0
Switzerland,2013,male,75+ years,146,256661,56.88
Switzerland,2013,male,55-74 years,253,848732,29.81
Switzerland,2013,male,35-54 years,255,1233315,20.68
Switzerland,2013,male,25-34 years,78,556884,14.01
Switzerland,2013,female,55-74 years,109,886881,12.29
Switzerland,2013,male,15-24 years,52,480011,10.83
Switzerland,2013,female,75+ years,37,401512,9.22
Switzerland,2013,female,35-54 years,100,1212632,8.25
Switzerland,2013,female,25-34 years,21,545796,3.85
Switzerland,2013,female,15-24 years,17,460483,3.69
Switzerland,2013,male,5-14 years,2,409829,0.49
Switzerland,2013,female,5-14 years,1,388582,0.26
Switzerland,2014,male,75+ years,144,267638,53.8
Switzerland,2014,male,55-74 years,249,871329,28.58
Switzerland,2014,male,35-54 years,245,1244576,19.69
Switzerland,2014,male,25-34 years,68,572530,11.88
Switzerland,2014,female,75+ years,47,408120,11.52
Switzerland,2014,male,15-24 years,48,488444,9.83
Switzerland,2014,female,55-74 years,88,904916,9.72
Switzerland,2014,female,35-54 years,95,1223053,7.77
Switzerland,2014,female,25-34 years,30,565099,5.31
Switzerland,2014,female,15-24 years,14,468004,2.99
Switzerland,2014,female,5-14 years,2,387232,0.52
Switzerland,2014,male,5-14 years,2,408680,0.49
Switzerland,2015,male,75+ years,143,275569,51.89
Switzerland,2015,male,55-74 years,264,891482,29.61
Switzerland,2015,male,35-54 years,242,1248988,19.38
Switzerland,2015,male,25-34 years,80,586880,13.63
Switzerland,2015,male,15-24 years,62,482708,12.84
Switzerland,2015,female,75+ years,41,414205,9.9
Switzerland,2015,female,35-54 years,111,1227126,9.05
Switzerland,2015,female,55-74 years,82,922222,8.89
Switzerland,2015,female,15-24 years,20,462559,4.32
Switzerland,2015,female,25-34 years,24,577973,4.15
Switzerland,2015,female,5-14 years,2,390910,0.51
Switzerland,2015,male,5-14 years,2,411880,0.49
Thailand,2010,male,75+ years,145,787665,18.41
Thailand,2010,male,25-34 years,688,5293421,13.0
Thailand,2010,male,55-74 years,511,4075634,12.54
Thailand,2010,male,35-54 years,1166,9786527,11.91
Thailand,2010,male,15-24 years,387,4905031,7.89
Thailand,2010,female,75+ years,41,1146473,3.58
Thailand,2010,female,55-74 years,164,4724470,3.47
Thailand,2010,female,35-54 years,345,10369541,3.33
Thailand,2010,female,25-34 years,164,5237458,3.13
Thailand,2010,female,15-24 years,120,4702548,2.55
Thailand,2010,male,5-14 years,16,4496770,0.36
Thailand,2010,female,5-14 years,14,4244226,0.33
Thailand,2011,male,25-34 years,782,5237957,14.93
Thailand,2011,male,75+ years,112,827970,13.53
Thailand,2011,male,35-54 years,1227,9897542,12.4
Thailand,2011,male,55-74 years,488,4266668,11.44
Thailand,2011,male,15-24 years,357,4929387,7.24
Thailand,2011,female,75+ years,56,1205643,4.64
Thailand,2011,female,55-74 years,217,4948016,4.39
Thailand,2011,female,35-54 years,361,10474832,3.45
Thailand,2011,female,25-34 years,147,5172436,2.84
Thailand,2011,female,15-24 years,95,4723611,2.01
Thailand,2011,male,5-14 years,19,4413405,0.43
Thailand,2011,female,5-14 years,12,4164365,0.29
Thailand,2012,male,75+ years,136,869252,15.65
Thailand,2012,male,25-34 years,721,5121552,14.08
Thailand,2012,male,55-74 years,581,4433963,13.1
Thailand,2012,male,35-54 years,1234,9949264,12.4
Thailand,2012,male,15-24 years,369,4938617,7.47
Thailand,2012,female,55-74 years,222,5145957,4.31
Thailand,2012,female,75+ years,54,1265466,4.27
Thailand,2012,female,35-54 years,394,10521850,3.74
Thailand,2012,female,25-34 years,162,5050719,3.21
Thailand,2012,female,15-24 years,84,4728702,1.78
Thailand,2012,female,5-14 years,14,4056666,0.35
Thailand,2012,male,5-14 years,14,4300247,0.33
Thailand,2013,male,75+ years,152,937427,16.21
Thailand,2013,male,25-34 years,706,5038432,14.01
Thailand,2013,male,35-54 years,1313,10032499,13.09
Thailand,2013,male,55-74 years,586,4596763,12.75
Thailand,2013,male,15-24 years,331,4956860,6.68
Thailand,2013,female,75+ years,64,1362800,4.7
Thailand,2013,female,35-54 years,382,10594744,3.61
Thailand,2013,female,55-74 years,190,5336311,3.56
Thailand,2013,female,25-34 years,126,4960889,2.54
Thailand,2013,female,15-24 years,88,4741021,1.86
Thailand,2013,male,5-14 years,17,4224575,0.4
Thailand,2013,female,5-14 years,6,3984166,0.15
Thailand,2014,male,25-34 years,682,4969108,13.72
Thailand,2014,male,75+ years,137,1005485,13.63
Thailand,2014,male,55-74 years,632,4771792,13.24
Thailand,2014,male,35-54 years,1274,10095367,12.62
Thailand,2014,male,15-24 years,337,4935213,6.83
Thailand,2014,female,75+ years,71,1458962,4.87
Thailand,2014,female,55-74 years,240,5539928,4.33
Thailand,2014,female,35-54 years,388,10644118,3.65
Thailand,2014,female,25-34 years,116,4883263,2.38
Thailand,2014,female,15-24 years,49,4717317,1.04
Thailand,2014,female,5-14 years,14,3940160,0.36
Thailand,2014,male,5-14 years,12,4179206,0.29
Thailand,2015,male,75+ years,174,1068139,16.29
Thailand,2015,male,35-54 years,1482,10101149,14.67
Thailand,2015,male,55-74 years,718,4990958,14.39
Thailand,2015,male,25-34 years,663,4873464,13.6
Thailand,2015,male,15-24 years,317,4847684,6.54
Thailand,2015,female,55-74 years,248,5795996,4.28
Thailand,2015,female,75+ years,63,1527522,4.12
Thailand,2015,female,35-54 years,363,10646859,3.41
Thailand,2015,female,25-34 years,96,4783703,2.01
Thailand,2015,female,15-24 years,55,4632371,1.19
Thailand,2015,female,5-14 years,14,3881727,0.36
Thailand,2015,male,5-14 years,12,4111704,0.29
Thailand,2016,male,55-74 years,734,5203957,14.1
Thailand,2016,male,35-54 years,1421,10084647,14.09
Thailand,2016,male,75+ years,152,1124052,13.52
Thailand,2016,male,25-34 years,646,4796355,13.47
Thailand,2016,male,15-24 years,322,4736305,6.8
Thailand,2016,female,75+ years,69,1589015,4.34
Thailand,2016,female,55-74 years,222,6049756,3.67
Thailand,2016,female,35-54 years,375,10629684,3.53
Thailand,2016,female,25-34 years,116,4702656,2.47
Thailand,2016,female,15-24 years,60,4525574,1.33
Trinidad and Tobago,2010,male,25-34 years,38,116664,32.57
Trinidad and Tobago,2010,male,75+ years,4,14639,27.32
Trinidad and Tobago,2010,male,35-54 years,48,181184,26.49
Trinidad and Tobago,2010,male,55-74 years,21,94335,22.26
Trinidad and Tobago,2010,male,15-24 years,17,110950,15.32
Trinidad and Tobago,2010,female,15-24 years,9,108605,8.29
Trinidad and Tobago,2010,female,25-34 years,9,116210,7.74
Trinidad and Tobago,2010,female,35-54 years,8,183641,4.36
Trinidad and Tobago,2010,female,55-74 years,4,102440,3.9
Trinidad and Tobago,2010,female,5-14 years,1,87897,1.14
Trinidad and Tobago,2010,male,5-14 years,1,90237,1.11
Trinidad and Tobago,2010,female,75+ years,0,24200,0.0
Trinidad and Tobago,2011,male,75+ years,5,15189,32.92
Trinidad and Tobago,2011,male,35-54 years,41,181905,22.54
Trinidad and Tobago,2011,male,55-74 years,21,97186,21.61
Trinidad and Tobago,2011,male,25-34 years,25,119254,20.96
Trinidad and Tobago,2011,male,15-24 years,20,106653,18.75
Trinidad and Tobago,2011,female,25-34 years,8,118786,6.73
Trinidad and Tobago,2011,female,15-24 years,5,104361,4.79
Trinidad and Tobago,2011,female,35-54 years,8,184776,4.33
Trinidad and Tobago,2011,female,55-74 years,4,105486,3.79
Trinidad and Tobago,2011,female,5-14 years,2,88170,2.27
Trinidad and Tobago,2011,female,75+ years,0,24863,0.0
Trinidad and Tobago,2011,male,5-14 years,0,90557,0.0
Turkey,2010,male,75+ years,63,841083,7.49
Turkey,2010,male,35-54 years,397,9318882,4.26
Turkey,2010,male,55-74 years,175,4131848,4.24
Turkey,2010,male,25-34 years,248,6363299,3.9
Turkey,2010,male,15-24 years,238,6411111,3.71
Turkey,2010,female,75+ years,28,1226764,2.28
Turkey,2010,female,15-24 years,95,6118805,1.55
Turkey,2010,female,55-74 years,57,4537405,1.26
Turkey,2010,female,35-54 years,110,9153406,1.2
Turkey,2010,female,25-34 years,61,6170592,0.99
Turkey,2010,male,5-14 years,27,6519482,0.41
Turkey,2010,female,5-14 years,25,6182454,0.4
Turkey,2011,male,75+ years,45,860492,5.23
Turkey,2011,male,55-74 years,162,4380447,3.7
Turkey,2011,male,35-54 years,266,9478566,2.81
Turkey,2011,male,25-34 years,180,6458549,2.79
Turkey,2011,male,15-24 years,177,6416997,2.76
Turkey,2011,female,15-24 years,83,6126637,1.35
Turkey,2011,female,75+ years,15,1274924,1.18
Turkey,2011,female,25-34 years,60,6266330,0.96
Turkey,2011,female,35-54 years,82,9296163,0.88
